beneficiary_sk,beneficiary_id,household_id,first_name,last_name,gender,date_of_birth,age,nationality,vulnerability_status,household_size,program_enrolled,registration_date,scd_start_date,scd_end_date,is_current,record_status,biometric_verified,protection_flag,notes
510,BEN-00510,HH-0177,Zainab,Mohamed,Female,2013-07-11,11,Nigerian,IDP,2,Shelter,2022-09-03,2022-09-03,9999-12-31,1,Active,0,0,
511,BEN-00511,HH-1890,Yusuf,Kofi,Female,2007-04-23,17,Ethiopian,IDP,2,Education,2024-07-17,2024-07-17,9999-12-31,1,Inactive,0,1,
512,BEN-00512,HH-0529,Yusuf,Mohamed,Female,1979-11-05,45,Somali,Returnee,4,Protection,2022-05-04,2022-05-04,9999-12-31,1,Active,0,0,
513,BEN-00513,HH-0448,Zainab,Osman,Female,1962-11-28,62,Ethiopian,Refugee,1,Health,2024-06-02,2024-06-02,9999-12-31,1,Active,0,0,
514,BEN-00514,HH-0039,Mariam,Mohamed,Male,2019-09-24,5,South Sudanese,Returnee,5,Shelter,2024-07-02,2024-07-02,9999-12-31,1,Inactive,0,0,
515,BEN-00515,HH-0980,Ibrahim,Kofi,Male,1996-03-28,28,Rohingya,IDP,1,Protection,2024-10-01,2024-10-01,9999-12-31,1,Deceased,0,0,
516,BEN-00516,HH-0683,Yusuf,Kofi,Male,2000-11-21,24,Somali,Host Community,9,Cash Assistance,2024-01-06,2024-01-06,9999-12-31,1,Active,0,0,
517,BEN-00517,HH-0362,Hassan,Diallo,Female,2008-02-12,16,Sudanese,Host Community,12,Protection,2023-02-20,2023-02-20,9999-12-31,1,Transferred,0,0,
518,BEN-00518,HH-1813,Mariam,Ahmed,Male,1993-08-24,31,South Sudanese,IDP,1,WASH,2022-06-23,2022-06-23,9999-12-31,1,Active,1,0,
519,BEN-00519,HH-1977,Mariam,Diallo,Male,1994-10-30,30,Yemeni,Refugee,6,Food Security,2024-12-29,2024-12-29,9999-12-31,1,Active,1,1,
520,BEN-00520,HH-1518,Zainab,Ahmed,Male,2010-11-01,14,South Sudanese,IDP,8,Food Security,2022-11-02,2022-11-02,9999-12-31,1,Active,0,0,
521,BEN-00521,HH-0030,Omar,Diallo,Female,1971-10-10,53,Somali,Returnee,10,Shelter,2022-09-25,2022-09-25,9999-12-31,1,Inactive,1,0,
522,BEN-00522,HH-1219,Zainab,Ahmed,Male,1960-03-30,64,Sudanese,Returnee,6,Protection,2024-10-15,2024-10-15,9999-12-31,1,Active,0,0,
523,BEN-00523,HH-1566,Amina,Musa,Male,1978-11-07,46,Yemeni,Refugee,2,Education,2023-03-13,2023-03-13,9999-12-31,1,Active,0,0,
524,BEN-00524,HH-1134,Omar,Barre,Male,2012-06-20,12,Nigerian,Refugee,3,Health,2024-01-28,2024-01-28,9999-12-31,1,Inactive,0,1,
525,BEN-00525,HH-0033,Mariam,Osman,Male,2019-10-08,5,South Sudanese,IDP,2,Education,2022-11-20,2022-11-20,9999-12-31,1,Active,0,0,
526,BEN-00526,HH-1311,Yusuf,Jama,Female,1968-06-30,56,Afghan,IDP,3,Food Security,2022-10-21,2022-10-21,9999-12-31,1,Active,0,1,
527,BEN-00527,HH-1285,Yusuf,Ndlovu,Female,2004-11-28,20,South Sudanese,Stateless,4,WASH,2022-06-30,2022-06-30,9999-12-31,1,Active,0,0,
528,BEN-00528,HH-1767,Hassan,Jama,Male,2005-07-11,19,Syrian,IDP,5,Food Security,2024-01-12,2024-01-12,9999-12-31,1,Active,1,1,
529,BEN-00529,HH-0328,Amina,Diallo,Female,1994-08-20,30,Ethiopian,IDP,7,Education,2022-12-28,2022-12-28,9999-12-31,1,Active,0,0,
530,BEN-00530,HH-1895,Hassan,Mohamed,Male,1959-05-15,65,South Sudanese,Returnee,9,Health,2022-04-18,2022-04-18,9999-12-31,1,Active,1,1,
531,BEN-00531,HH-0859,Ali,Ndlovu,Male,2003-03-05,21,Somali,Host Community,4,Health,2023-10-30,2023-10-30,9999-12-31,1,Active,0,0,
532,BEN-00532,HH-0151,Mariam,Musa,Female,1983-09-10,41,South Sudanese,Returnee,3,WASH,2023-03-28,2023-03-28,9999-12-31,1,Transferred,0,0,
533,BEN-00533,HH-0280,Mariam,Ahmed,Female,1984-10-01,40,Ethiopian,IDP,6,Shelter,2024-02-04,2024-02-04,9999-12-31,1,Active,0,0,
534,BEN-00534,HH-0228,Mariam,Barre,Female,1975-03-05,49,Congolese,Host Community,4,Education,2022-10-07,2022-10-07,9999-12-31,1,Active,0,0,
535,BEN-00535,HH-0178,Ibrahim,Jama,Female,2001-11-12,23,Sudanese,Stateless,8,Livelihoods,2023-04-16,2023-04-16,9999-12-31,1,Active,0,1,
536,BEN-00536,HH-0508,Halima,Kofi,Male,2016-01-18,8,Nigerian,IDP,10,Food Security,2023-05-21,2023-05-21,9999-12-31,1,Active,1,0,
537,BEN-00537,HH-0069,Ibrahim,Jama,Female,1992-03-23,32,Syrian,Refugee,8,Livelihoods,2024-10-29,2024-10-29,9999-12-31,1,Active,0,0,
538,BEN-00538,HH-1946,Ali,Mohamed,Female,2012-03-09,12,Ethiopian,IDP,11,Health,2024-04-12,2024-04-12,9999-12-31,1,Active,0,0,
539,BEN-00539,HH-1758,Zainab,Musa,Male,1964-07-07,60,Syrian,Returnee,3,Protection,2024-07-29,2024-07-29,9999-12-31,1,Active,0,1,
540,BEN-00540,HH-1763,Fatima,Kofi,Female,2013-02-24,11,Rohingya,Refugee,5,Protection,2022-01-03,2022-01-03,9999-12-31,1,Inactive,0,0,
541,BEN-00541,HH-1271,Halima,Diallo,Female,2011-06-05,13,South Sudanese,Refugee,7,Cash Assistance,2022-06-15,2022-06-15,9999-12-31,1,Active,1,0,
542,BEN-00542,HH-1328,Hassan,Osman,Male,1982-11-16,42,Congolese,Host Community,4,Health,2022-12-25,2022-12-25,9999-12-31,1,Active,0,0,
543,BEN-00543,HH-0657,Halima,Warsame,Female,2017-07-27,7,Ethiopian,Refugee,2,Cash Assistance,2023-04-07,2023-04-07,9999-12-31,1,Active,0,0,
544,BEN-00544,HH-1390,Hassan,Warsame,Female,1992-03-07,32,Nigerian,Host Community,11,Health,2024-12-25,2024-12-25,9999-12-31,1,Active,0,0,
545,BEN-00545,HH-1839,Omar,Warsame,Male,1957-03-12,67,Somali,IDP,5,Health,2024-03-11,2024-03-11,9999-12-31,1,Active,0,0,
546,BEN-00546,HH-1950,Amina,Warsame,Female,1968-04-29,56,Rohingya,IDP,8,Cash Assistance,2024-12-02,2024-12-02,9999-12-31,1,Active,0,0,
547,BEN-00547,HH-0129,Amina,Ahmed,Female,1976-02-26,48,Afghan,Stateless,6,Cash Assistance,2023-01-23,2023-01-23,9999-12-31,1,Active,0,1,
548,BEN-00548,HH-1162,Omar,Warsame,Male,1991-02-02,33,Ethiopian,IDP,8,Cash Assistance,2023-09-15,2023-09-15,9999-12-31,1,Deceased,1,0,
549,BEN-00549,HH-0934,Omar,Musa,Male,1981-09-06,43,Rohingya,Host Community,3,Shelter,2023-08-06,2023-08-06,9999-12-31,1,Inactive,0,0,
550,BEN-00550,HH-0240,Amina,Ndlovu,Male,1964-06-19,60,Syrian,Host Community,6,Shelter,2023-05-03,2023-05-03,9999-12-31,1,Active,0,0,
551,BEN-00551,HH-0705,Omar,Ndlovu,Female,2009-09-16,15,Rohingya,IDP,9,Education,2023-10-12,2023-10-12,9999-12-31,1,Active,1,1,
552,BEN-00552,HH-1942,Mariam,Ndlovu,Male,1994-10-21,30,South Sudanese,Stateless,9,Cash Assistance,2022-10-25,2022-10-25,9999-12-31,1,Active,0,1,
553,BEN-00553,HH-1638,Zainab,Barre,Female,1976-01-02,49,Somali,Returnee,1,Shelter,2022-10-29,2022-10-29,9999-12-31,1,Active,1,0,
554,BEN-00554,HH-1265,Ali,Barre,Female,1952-03-23,72,Somali,Host Community,1,WASH,2024-04-02,2024-04-02,9999-12-31,1,Active,1,0,
555,BEN-00555,HH-0172,Hassan,Barre,Male,1967-07-24,57,Rohingya,Returnee,4,Livelihoods,2022-02-16,2022-02-16,9999-12-31,1,Active,0,0,
556,BEN-00556,HH-0815,Omar,Kofi,Female,2009-10-26,15,Afghan,Host Community,1,Education,2024-01-10,2024-01-10,9999-12-31,1,Active,0,1,
557,BEN-00557,HH-0442,Mariam,Kofi,Female,2000-05-01,24,Ethiopian,IDP,12,Protection,2022-06-29,2022-06-29,9999-12-31,1,Inactive,0,0,
558,BEN-00558,HH-0295,Ali,Warsame,Female,2002-09-05,22,Rohingya,Host Community,2,Protection,2022-06-26,2022-06-26,9999-12-31,1,Active,0,0,
559,BEN-00559,HH-1139,Mariam,Musa,Male,1987-03-10,37,Sudanese,IDP,7,Education,2022-12-25,2022-12-25,9999-12-31,1,Active,1,0,
560,BEN-00560,HH-1012,Hassan,Barre,Male,2002-07-03,22,South Sudanese,Refugee,3,Education,2023-09-15,2023-09-15,9999-12-31,1,Active,0,1,
561,BEN-00561,HH-0855,Omar,Barre,Male,1961-02-21,63,South Sudanese,Refugee,5,Livelihoods,2023-08-13,2023-08-13,9999-12-31,1,Deceased,1,0,
562,BEN-00562,HH-1159,Ibrahim,Warsame,Female,2002-02-17,22,Somali,Host Community,9,Food Security,2024-09-11,2024-09-11,9999-12-31,1,Inactive,1,0,
563,BEN-00563,HH-0945,Omar,Ndlovu,Male,1963-02-10,61,South Sudanese,Host Community,6,Protection,2023-10-17,2023-10-17,9999-12-31,1,Active,0,0,
564,BEN-00564,HH-1085,Fatima,Jama,Male,1976-01-03,49,Congolese,Refugee,10,Shelter,2023-08-21,2023-08-21,9999-12-31,1,Active,0,0,
565,BEN-00565,HH-0197,Hassan,Musa,Female,1974-05-10,50,Congolese,Refugee,3,Education,2024-01-13,2024-01-13,9999-12-31,1,Active,0,1,
566,BEN-00566,HH-0210,Ali,Mohamed,Male,1980-07-13,44,Sudanese,Stateless,10,Health,2022-11-30,2022-11-30,9999-12-31,1,Active,1,0,
567,BEN-00567,HH-0983,Halima,Warsame,Female,1961-10-10,63,Congolese,Returnee,10,Cash Assistance,2022-02-05,2022-02-05,9999-12-31,1,Active,0,0,
568,BEN-00568,HH-0456,Omar,Mohamed,Male,2016-10-15,8,Ethiopian,IDP,4,Shelter,2022-08-31,2022-08-31,9999-12-31,1,Deceased,0,0,
569,BEN-00569,HH-1587,Mariam,Kofi,Male,1956-12-22,68,Sudanese,Refugee,1,Food Security,2022-02-08,2022-02-08,9999-12-31,1,Active,0,0,
570,BEN-00570,HH-1368,Amina,Osman,Male,1955-12-11,69,Nigerian,IDP,10,WASH,2023-09-10,2023-09-10,9999-12-31,1,Active,0,0,
571,BEN-00571,HH-1733,Yusuf,Musa,Female,1958-02-22,66,Yemeni,IDP,9,WASH,2022-10-26,2022-10-26,9999-12-31,1,Active,1,0,
572,BEN-00572,HH-1084,Ali,Ahmed,Female,2001-11-13,23,Congolese,Stateless,1,Health,2022-01-29,2022-01-29,9999-12-31,1,Transferred,0,1,
573,BEN-00573,HH-0901,Fatima,Mohamed,Female,1982-11-17,42,Afghan,Returnee,4,WASH,2023-01-15,2023-01-15,9999-12-31,1,Active,0,0,
574,BEN-00574,HH-1065,Omar,Barre,Female,1991-10-19,33,Ethiopian,Stateless,12,Food Security,2022-08-14,2022-08-14,9999-12-31,1,Active,0,0,
575,BEN-00575,HH-0936,Zainab,Warsame,Female,1984-07-09,40,Sudanese,Stateless,7,Education,2023-08-04,2023-08-04,9999-12-31,1,Deceased,0,0,
576,BEN-00576,HH-1924,Halima,Mohamed,Male,1956-03-30,68,Syrian,Refugee,7,Livelihoods,2024-09-01,2024-09-01,9999-12-31,1,Active,0,0,
577,BEN-00577,HH-0809,Ibrahim,Musa,Male,1960-09-11,64,Congolese,Refugee,6,WASH,2022-10-21,2022-10-21,9999-12-31,1,Active,0,1,
578,BEN-00578,HH-1717,Ibrahim,Barre,Female,1961-01-05,64,Nigerian,Stateless,5,Protection,2023-04-22,2023-04-22,9999-12-31,1,Active,0,1,
579,BEN-00579,HH-0572,Omar,Barre,Male,1993-06-21,31,Somali,Host Community,8,Livelihoods,2024-11-13,2024-11-13,9999-12-31,1,Active,1,0,
580,BEN-00580,HH-1701,Fatima,Barre,Male,1958-12-08,66,Congolese,Returnee,10,Cash Assistance,2022-04-19,2022-04-19,9999-12-31,1,Active,0,0,
581,BEN-00581,HH-1354,Hassan,Barre,Female,2018-03-14,6,Sudanese,Host Community,11,Livelihoods,2022-06-06,2022-06-06,9999-12-31,1,Active,0,0,
582,BEN-00582,HH-1951,Amina,Kofi,Male,1998-06-30,26,Afghan,Returnee,6,Protection,2022-02-06,2022-02-06,9999-12-31,1,Active,1,0,
583,BEN-00583,HH-1812,Omar,Barre,Female,1965-11-13,59,Congolese,Host Community,12,Protection,2023-09-13,2023-09-13,9999-12-31,1,Active,1,1,
584,BEN-00584,HH-0975,Hassan,Mohamed,Male,2009-03-21,15,Afghan,Host Community,8,Protection,2024-08-20,2024-08-20,9999-12-31,1,Active,0,0,
585,BEN-00585,HH-0058,Zainab,Diallo,Male,1978-10-02,46,Yemeni,Host Community,12,Food Security,2022-05-06,2022-05-06,9999-12-31,1,Inactive,0,0,
586,BEN-00586,HH-0877,Halima,Ndlovu,Female,1984-02-22,40,Yemeni,Refugee,11,WASH,2022-07-19,2022-07-19,9999-12-31,1,Active,0,0,
587,BEN-00587,HH-1865,Fatima,Warsame,Male,2003-02-28,21,Yemeni,IDP,1,Cash Assistance,2022-06-23,2022-06-23,9999-12-31,1,Active,0,1,
588,BEN-00588,HH-1847,Ibrahim,Warsame,Male,2000-12-17,24,Syrian,Stateless,1,Cash Assistance,2024-11-20,2024-11-20,9999-12-31,1,Active,0,0,
589,BEN-00589,HH-1656,Mariam,Osman,Male,2001-05-13,23,Yemeni,Returnee,9,Cash Assistance,2022-07-20,2022-07-20,9999-12-31,1,Active,0,0,
590,BEN-00590,HH-1018,Fatima,Jama,Male,1989-02-11,35,Ethiopian,Host Community,1,Education,2023-02-18,2023-02-18,9999-12-31,1,Deceased,0,0,
591,BEN-00591,HH-1470,Zainab,Osman,Female,2006-01-12,18,Ethiopian,Refugee,10,Livelihoods,2022-07-08,2022-07-08,9999-12-31,1,Active,0,0,
592,BEN-00592,HH-1034,Yusuf,Kofi,Female,2008-06-14,16,Sudanese,Returnee,7,Education,2023-09-11,2023-09-11,9999-12-31,1,Active,0,0,
593,BEN-00593,HH-1767,Omar,Musa,Female,1951-09-02,73,Sudanese,Returnee,5,Protection,2024-11-23,2024-11-23,9999-12-31,1,Transferred,0,0,
594,BEN-00594,HH-0747,Mariam,Mohamed,Male,1996-11-08,28,Congolese,Host Community,7,Protection,2023-02-15,2023-02-15,9999-12-31,1,Active,1,0,
595,BEN-00595,HH-1687,Yusuf,Mohamed,Female,1987-01-01,38,Nigerian,IDP,7,WASH,2023-07-01,2023-07-01,9999-12-31,1,Active,1,0,
596,BEN-00596,HH-0951,Mariam,Jama,Female,1972-01-13,53,Afghan,Refugee,4,Shelter,2023-09-28,2023-09-28,9999-12-31,1,Active,1,0,
597,BEN-00597,HH-1320,Amina,Barre,Male,1974-12-03,50,South Sudanese,Refugee,6,Education,2022-12-27,2022-12-27,9999-12-31,1,Transferred,0,0,
598,BEN-00598,HH-0813,Omar,Ahmed,Male,2010-04-05,14,Nigerian,Stateless,2,Education,2022-07-04,2022-07-04,9999-12-31,1,Active,1,0,
599,BEN-00599,HH-1584,Halima,Ndlovu,Female,2003-10-24,21,Sudanese,Returnee,4,Shelter,2022-09-08,2022-09-08,9999-12-31,1,Active,1,0,
600,BEN-00600,HH-0521,Zainab,Diallo,Female,1989-06-05,35,Rohingya,Host Community,12,Health,2024-04-16,2024-04-16,9999-12-31,1,Active,0,1,
601,BEN-00601,HH-1973,Yusuf,Mohamed,Female,2011-04-02,13,Syrian,Host Community,5,Food Security,2023-05-20,2023-05-20,9999-12-31,1,Active,0,0,
602,BEN-00602,HH-1415,Ali,Warsame,Female,2016-05-04,8,Ethiopian,Host Community,11,Health,2022-04-22,2022-04-22,9999-12-31,1,Active,1,1,
603,BEN-00603,HH-1864,Ibrahim,Warsame,Female,1984-11-07,40,Somali,IDP,5,WASH,2022-01-17,2022-01-17,9999-12-31,1,Transferred,1,1,
604,BEN-00604,HH-1802,Ibrahim,Diallo,Female,2006-08-23,18,Somali,Returnee,8,Protection,2023-10-12,2023-10-12,9999-12-31,1,Transferred,0,1,
605,BEN-00605,HH-1431,Yusuf,Jama,Male,1959-01-03,66,Yemeni,Returnee,10,Cash Assistance,2022-11-25,2022-11-25,9999-12-31,1,Active,1,0,
606,BEN-00606,HH-1291,Mariam,Mohamed,Male,2007-07-17,17,Afghan,IDP,11,Education,2023-01-12,2023-01-12,9999-12-31,1,Active,1,0,
607,BEN-00607,HH-1058,Omar,Musa,Female,1964-02-28,60,Yemeni,Returnee,8,Shelter,2023-05-27,2023-05-27,9999-12-31,1,Active,0,0,
608,BEN-00608,HH-0173,Ibrahim,Ndlovu,Male,1975-04-13,49,Afghan,Returnee,10,WASH,2023-02-11,2023-02-11,9999-12-31,1,Active,1,0,
609,BEN-00609,HH-0407,Yusuf,Mohamed,Male,1957-12-25,67,Afghan,Stateless,7,Education,2024-08-05,2024-08-05,9999-12-31,1,Active,0,0,
610,BEN-00610,HH-0029,Hassan,Kofi,Female,2000-11-21,24,Syrian,Refugee,4,WASH,2022-08-29,2022-08-29,9999-12-31,1,Active,0,0,
611,BEN-00611,HH-0783,Omar,Kofi,Male,2016-12-19,8,Nigerian,IDP,5,WASH,2024-10-09,2024-10-09,9999-12-31,1,Active,0,0,
612,BEN-00612,HH-2000,Yusuf,Ahmed,Female,1952-07-31,72,Sudanese,Host Community,10,Livelihoods,2023-08-18,2023-08-18,9999-12-31,1,Active,0,0,
613,BEN-00613,HH-1407,Ali,Kofi,Female,1979-01-01,46,Nigerian,Host Community,2,Health,2024-03-25,2024-03-25,9999-12-31,1,Active,1,0,
614,BEN-00614,HH-1861,Halima,Musa,Male,1971-01-26,53,South Sudanese,Host Community,9,Protection,2024-08-22,2024-08-22,9999-12-31,1,Active,0,0,
615,BEN-00615,HH-1189,Omar,Warsame,Male,1961-11-12,63,Rohingya,Returnee,6,Livelihoods,2022-03-26,2022-03-26,9999-12-31,1,Active,0,1,
616,BEN-00616,HH-0240,Halima,Diallo,Male,1962-09-21,62,Syrian,Host Community,12,Cash Assistance,2023-06-18,2023-06-18,9999-12-31,1,Transferred,0,0,
617,BEN-00617,HH-1059,Halima,Kofi,Male,2004-12-27,20,Yemeni,Returnee,3,Livelihoods,2023-06-25,2023-06-25,9999-12-31,1,Active,1,0,
618,BEN-00618,HH-0074,Mariam,Warsame,Male,1970-08-16,54,Syrian,Returnee,2,Livelihoods,2023-01-11,2023-01-11,9999-12-31,1,Active,0,1,
619,BEN-00619,HH-0231,Omar,Osman,Female,1991-01-25,33,Somali,IDP,5,Shelter,2024-10-06,2024-10-06,9999-12-31,1,Inactive,0,0,
620,BEN-00620,HH-1196,Amina,Jama,Male,2000-07-13,24,Afghan,Refugee,4,Livelihoods,2023-03-11,2023-03-11,9999-12-31,1,Active,0,0,
621,BEN-00621,HH-0808,Halima,Musa,Male,1975-07-04,49,Yemeni,IDP,1,Health,2022-09-07,2022-09-07,9999-12-31,1,Active,0,1,
622,BEN-00622,HH-1217,Amina,Ndlovu,Male,1990-09-26,34,Nigerian,Returnee,6,Shelter,2023-07-06,2023-07-06,9999-12-31,1,Active,1,0,
623,BEN-00623,HH-1524,Fatima,Jama,Female,1978-12-29,46,Somali,Returnee,5,Shelter,2022-04-24,2022-04-24,9999-12-31,1,Active,0,0,
624,BEN-00624,HH-0334,Ibrahim,Kofi,Female,1951-11-04,73,Congolese,Refugee,5,Livelihoods,2023-03-03,2023-03-03,9999-12-31,1,Inactive,0,0,
625,BEN-00625,HH-0736,Fatima,Ndlovu,Male,2011-06-14,13,Syrian,Returnee,7,Livelihoods,2022-09-26,2022-09-26,9999-12-31,1,Active,0,1,
626,BEN-00626,HH-1661,Halima,Musa,Male,1958-02-04,66,Afghan,Returnee,2,Food Security,2024-05-15,2024-05-15,9999-12-31,1,Active,0,0,
627,BEN-00627,HH-1907,Mariam,Jama,Male,2008-02-06,16,Ethiopian,Returnee,7,Health,2022-11-14,2022-11-14,9999-12-31,1,Transferred,0,0,
628,BEN-00628,HH-1402,Yusuf,Ahmed,Female,1963-05-02,61,Ethiopian,Stateless,1,Health,2022-09-19,2022-09-19,9999-12-31,1,Transferred,0,0,
629,BEN-00629,HH-0846,Fatima,Barre,Female,1995-10-25,29,Yemeni,Host Community,10,Health,2024-05-20,2024-05-20,9999-12-31,1,Inactive,1,0,
630,BEN-00630,HH-0368,Omar,Kofi,Male,2016-06-08,8,Somali,Returnee,12,Education,2024-08-05,2024-08-05,9999-12-31,1,Active,0,1,
631,BEN-00631,HH-1278,Yusuf,Ndlovu,Male,2017-12-11,7,Sudanese,IDP,2,Education,2024-07-10,2024-07-10,9999-12-31,1,Transferred,1,1,
632,BEN-00632,HH-0012,Ibrahim,Osman,Male,1997-12-10,27,Congolese,Returnee,8,Protection,2022-02-06,2022-02-06,9999-12-31,1,Transferred,0,1,
633,BEN-00633,HH-1415,Ibrahim,Warsame,Male,1977-03-02,47,Congolese,IDP,1,WASH,2024-01-09,2024-01-09,9999-12-31,1,Active,1,0,
634,BEN-00634,HH-0986,Omar,Ahmed,Female,1952-05-28,72,Rohingya,IDP,2,Education,2023-03-05,2023-03-05,9999-12-31,1,Inactive,1,1,
635,BEN-00635,HH-0239,Omar,Mohamed,Female,1987-11-07,37,Syrian,Returnee,1,Livelihoods,2022-02-14,2022-02-14,9999-12-31,1,Active,1,0,
636,BEN-00636,HH-0105,Halima,Diallo,Male,2001-02-01,23,Afghan,Returnee,8,Education,2024-03-13,2024-03-13,9999-12-31,1,Active,0,1,
637,BEN-00637,HH-0475,Amina,Jama,Male,1996-01-21,28,Afghan,Stateless,6,Health,2024-09-26,2024-09-26,9999-12-31,1,Active,0,1,
638,BEN-00638,HH-1014,Zainab,Ndlovu,Female,1992-06-19,32,Afghan,Refugee,3,Education,2022-08-28,2022-08-28,9999-12-31,1,Inactive,0,0,
639,BEN-00639,HH-1040,Ali,Musa,Female,1989-04-22,35,Nigerian,Returnee,3,Education,2023-04-21,2023-04-21,9999-12-31,1,Inactive,0,1,
640,BEN-00640,HH-1631,Mariam,Mohamed,Male,2010-05-22,14,Ethiopian,Refugee,11,Livelihoods,2024-01-08,2024-01-08,9999-12-31,1,Active,1,0,
641,BEN-00641,HH-0207,Ibrahim,Barre,Female,2004-05-06,20,Sudanese,IDP,9,Food Security,2024-10-04,2024-10-04,9999-12-31,1,Deceased,0,0,
642,BEN-00642,HH-0358,Hassan,Diallo,Male,1982-01-12,42,Yemeni,Returnee,2,WASH,2022-11-21,2022-11-21,9999-12-31,1,Active,1,1,
643,BEN-00643,HH-1608,Halima,Diallo,Female,1973-02-17,51,Congolese,Stateless,10,Health,2023-11-28,2023-11-28,9999-12-31,1,Inactive,0,1,
644,BEN-00644,HH-1997,Fatima,Musa,Male,2017-10-20,7,Rohingya,Refugee,9,Health,2022-08-16,2022-08-16,9999-12-31,1,Active,1,0,
645,BEN-00645,HH-1492,Yusuf,Barre,Female,1982-06-12,42,Somali,IDP,11,Cash Assistance,2022-11-18,2022-11-18,9999-12-31,1,Active,1,0,
646,BEN-00646,HH-1986,Ibrahim,Diallo,Male,1968-02-11,56,Syrian,Host Community,5,Shelter,2024-06-18,2024-06-18,9999-12-31,1,Active,0,1,
647,BEN-00647,HH-0311,Hassan,Kofi,Male,1982-05-10,42,Congolese,Returnee,7,Protection,2023-05-18,2023-05-18,9999-12-31,1,Transferred,0,0,
648,BEN-00648,HH-0299,Amina,Jama,Male,1952-09-02,72,Somali,Host Community,6,Protection,2024-06-25,2024-06-25,9999-12-31,1,Deceased,1,1,
649,BEN-00649,HH-1555,Amina,Mohamed,Male,1955-07-08,69,Rohingya,Host Community,7,Protection,2024-03-16,2024-03-16,9999-12-31,1,Transferred,0,0,
650,BEN-00650,HH-1863,Halima,Diallo,Female,2014-09-25,10,Rohingya,Stateless,3,Protection,2023-10-05,2023-10-05,9999-12-31,1,Active,1,1,
651,BEN-00651,HH-1818,Ibrahim,Ahmed,Female,2012-07-28,12,Somali,Refugee,9,Cash Assistance,2023-12-09,2023-12-09,9999-12-31,1,Active,0,0,
652,BEN-00652,HH-0438,Fatima,Jama,Female,1996-09-10,28,Rohingya,Host Community,11,Shelter,2023-08-05,2023-08-05,9999-12-31,1,Active,0,0,
653,BEN-00653,HH-1488,Ibrahim,Jama,Male,1971-08-27,53,South Sudanese,Host Community,5,Cash Assistance,2023-09-15,2023-09-15,9999-12-31,1,Active,0,0,
654,BEN-00654,HH-1173,Amina,Barre,Female,1990-04-05,34,Sudanese,Stateless,10,WASH,2023-09-03,2023-09-03,9999-12-31,1,Active,0,0,
655,BEN-00655,HH-1065,Ali,Osman,Female,2014-02-01,10,Rohingya,Stateless,4,Cash Assistance,2024-02-13,2024-02-13,9999-12-31,1,Active,1,1,
656,BEN-00656,HH-0189,Amina,Kofi,Male,1986-12-20,38,Syrian,IDP,8,Health,2022-06-17,2022-06-17,9999-12-31,1,Active,0,1,
657,BEN-00657,HH-1596,Ibrahim,Warsame,Female,2002-10-10,22,Afghan,Returnee,12,Livelihoods,2024-11-28,2024-11-28,9999-12-31,1,Inactive,0,0,
658,BEN-00658,HH-0261,Mariam,Barre,Male,1962-12-13,62,Rohingya,Stateless,2,WASH,2024-11-01,2024-11-01,9999-12-31,1,Active,1,0,
659,BEN-00659,HH-1888,Fatima,Musa,Female,2000-02-26,24,Somali,Refugee,6,Education,2024-01-27,2024-01-27,9999-12-31,1,Active,1,0,
660,BEN-00660,HH-0767,Yusuf,Warsame,Female,1983-04-30,41,South Sudanese,IDP,3,Protection,2023-09-17,2023-09-17,9999-12-31,1,Active,0,0,
661,BEN-00661,HH-1678,Mariam,Diallo,Male,1969-05-05,55,Rohingya,Host Community,2,Food Security,2023-01-10,2023-01-10,9999-12-31,1,Active,0,0,
662,BEN-00662,HH-1844,Halima,Kofi,Female,2000-10-03,24,Nigerian,IDP,3,Livelihoods,2024-07-15,2024-07-15,9999-12-31,1,Inactive,0,1,
663,BEN-00663,HH-0183,Zainab,Musa,Female,1963-05-14,61,Afghan,IDP,7,Cash Assistance,2023-10-29,2023-10-29,9999-12-31,1,Active,0,1,
664,BEN-00664,HH-1323,Fatima,Mohamed,Male,2016-01-09,8,Nigerian,Host Community,9,Health,2023-07-23,2023-07-23,9999-12-31,1,Active,1,0,
665,BEN-00665,HH-1961,Zainab,Jama,Male,2005-07-04,19,Syrian,Stateless,1,Health,2022-04-19,2022-04-19,9999-12-31,1,Active,0,0,
666,BEN-00666,HH-1612,Ali,Ahmed,Female,1951-09-14,73,Somali,Stateless,10,Cash Assistance,2023-07-18,2023-07-18,9999-12-31,1,Active,1,1,
667,BEN-00667,HH-0896,Omar,Kofi,Male,1952-02-02,72,Rohingya,Host Community,7,Education,2023-11-28,2023-11-28,9999-12-31,1,Active,1,0,
668,BEN-00668,HH-0375,Yusuf,Osman,Male,1975-08-08,49,Ethiopian,Returnee,11,Shelter,2022-10-22,2022-10-22,9999-12-31,1,Active,0,0,
669,BEN-00669,HH-0611,Ibrahim,Osman,Female,1952-06-09,72,Congolese,Returnee,6,Education,2022-04-30,2022-04-30,9999-12-31,1,Active,1,0,
670,BEN-00670,HH-1541,Zainab,Musa,Male,1968-03-04,56,Syrian,Stateless,9,Protection,2023-05-06,2023-05-06,9999-12-31,1,Transferred,0,0,
671,BEN-00671,HH-1133,Ibrahim,Osman,Female,1978-07-24,46,South Sudanese,Returnee,11,WASH,2024-08-09,2024-08-09,9999-12-31,1,Transferred,1,0,
